name,price,url,oz
"authority healthy weight adult cat wet food - shredded, 3 oz",$1.89,/cat/food-and-treats/wet-food/authority-healthy-weight-adult-cat-wet-food--shredded-3-oz-80263.html,3.0
"authority kitten wet food - split cup, pate, 2.65 oz",$2.29,/cat/food-and-treats/wet-food/authority-kitten-wet-food--split-cup-pate-265-oz-80261.html,2.65
kit cat goat milk wet cat food - chicken & cheese,$2.19,/cat/food-and-treats/wet-food/kit-cat-goat-milk-wet-cat-food--chicken-and-cheese-78157.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
almo nature wet cat food - chicken recipe with duck,$2.39,/cat/food-and-treats/wet-food/almo-nature-wet-cat-food--chicken-recipe-with-duck-78217.html,2.47
almo nature wet cat food - chicken drumstick in broth,$2.39,/cat/food-and-treats/wet-food/almo-nature-wet-cat-food--chicken-drumstick-in-broth-78211.html,2.47
almo nature wet cat food - chicken recipe with turkey,$2.39,/cat/food-and-treats/wet-food/almo-nature-wet-cat-food--chicken-recipe-with-turkey-78203.html,2.47
almo nature wet cat food - salmon recipe with apples,$2.39,/cat/food-and-treats/wet-food/almo-nature-wet-cat-food--salmon-recipe-with-apples-78197.html,2.47
"tiki cat silver senior wet cat food - natural, 2.4oz",$2.49,/cat/food-and-treats/wet-food/tiki-cat-silver-senior-wet-cat-food--natural-24oz-77560.html,2.4
"tiki cat silver mousse & shreds senior cat wet food - natural, 2.4oz",$2.49,/cat/food-and-treats/wet-food/tiki-cat-silver-mousse-and-shreds-senior-cat-wet-food--natural-24oz-77546.html,2.4
"sheba bistro perfect portions adult wet cat food - natural, grain free, chicken",$1.59,/cat/food-and-treats/wet-food/sheba-bistro-perfect-portions-adult-wet-cat-food--natural-grain-free-chicken-75843.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">75 g</dd></div>]"
"b.f.f. omg gravy! for land & sea lovers wet cat food - 2.8 oz, minced in gravy",$2.29,/cat/food-and-treats/wet-food/bff-omg-gravy-for-land-and-sea-lovers-wet-cat-food--28-oz-minced-in-gravy-77597.html,2.8
fancy feast® petites in gravy wet cat food,$1.39,/cat/food-and-treats/wet-food/fancy-feast-petites-in-gravy-wet-cat-food-65427.html,
"tiki cat® luau pate cat wet food - 2.8oz, natural, grain free",$2.79,/cat/food-and-treats/wet-food/tiki-cat-luau-pate-cat-wet-food--28oz-natural-grain-free-73180.html,2.8
"tiki cat baby kitten wet cat food - 2.4oz, natural",$2.49,/cat/food-and-treats/wet-food/tiki-cat-baby-kitten-wet-cat-food--24oz-natural-68802.html,2.4
"blue buffalo® tastefuls™ adult cat food - natural, tuna",$2.39,/cat/food-and-treats/wet-food/blue-buffalo-tastefulsandtrade-adult-cat-food--natural-tuna-70856.html,5.5
"blue buffalo® tastefuls™ senior cat food - natural, chicken",$1.79,/cat/food-and-treats/wet-food/blue-buffalo-tastefulsandtrade-senior-cat-food--natural-chicken-70851.html,3
"blue buffalo® tastefuls™ adult cat food - natural, beef",$2.39,/cat/food-and-treats/wet-food/blue-buffalo-tastefulsandtrade-adult-cat-food--natural-beef-72566.html,5.5
"blue buffalo® tastefuls™ spoonless singles adult wet cat food - natural, turkey, cuts in gravy",$1.99,/cat/food-and-treats/wet-food/blue-buffalo-tastefulsandtrade-spoonless-singles-adult-wet-cat-food--natural-turkey-cuts-in-gravy-68663.html,2.6
hill's® science diet® sensitive stomach & skin adult wet cat food - 2.8 oz,$2.99,/cat/food-and-treats/wet-food/hills-science-diet-sensitive-stomach-and-skin-adult-wet-cat-food--28-oz-74801.html,2.8
"tiki cat® wet cat food - non-gmo, grain & potato free",$3.29,/cat/food-and-treats/wet-food/tiki-cat-wet-cat-food--nongmo-grain-and-potato-free-63310.html,6
"blue buffalo® wilderness™ adult treat cat food - natural, chicken & trout",$3.29,/cat/food-and-treats/wet-food/blue-buffalo-wildernessandtrade-adult-treat-cat-food--natural-chicken-and-trout-59585.html,
"tiki cat® special™ function formula wet cat food - supports healthy digestion, duck liver & eg",$2.99,/cat/food-and-treats/wet-food/tiki-cat-specialandtrade-function-formula-wet-cat-food--supports-healthy-digestion-duck-liver-and-eg-57700.html,2.4
"tiki cat® velvet™ mousse kitten food - non-gmo, salmon & chicken",$2.99,/cat/food-and-treats/wet-food/tiki-cat-velvetandtrade-mousse-kitten-food--nongmo-salmon-and-chicken-57719.html,2.4
hill's® science diet® adult wet cat food - 2.8 oz pouch,$2.99,/cat/food-and-treats/wet-food/hills-science-diet-adult-wet-cat-food--28-oz-pouch-58022.html,2.8
"merrick® purrfect bistro® adult wet cat food - 3 oz., corn free, grain free",$3.19,/cat/food-and-treats/food-toppers/merrick-purrfect-bistro-adult-wet-cat-food--3-oz-corn-free-grain-free-56048.html,3.0
"merrick® purrfect bistro® adult wet cat food - 3 oz., corn free, grain free",$3.19,/cat/food-and-treats/wet-food/merrick-purrfect-bistro-adult-wet-cat-food--3-oz-corn-free-grain-free-56046.html,3.0
"catit® fish dinner adult cat food with whitefish and pumpkin in gravy, low fat",$2.39,/cat/food-and-treats/wet-food/catit-fish-dinner-adult-cat-food-with-whitefish-and-pumpkin-in-gravy-low-fat-55887.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">80 g</dd></div>]"
"catit® fish dinner adult cat food with salmon and green beans in gravy, low fat",$2.39,/cat/food-and-treats/wet-food/catit-fish-dinner-adult-cat-food-with-salmon-and-green-beans-in-gravy-low-fat-55885.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">80 g</dd></div>]"
"catit® fish dinner adult cat food with tuna and carrots in gravy, low fat",$2.39,/cat/food-and-treats/wet-food/catit-fish-dinner-adult-cat-food-with-tuna-and-carrots-in-gravy-low-fat-55884.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">80 g</dd></div>]"
iams perfect portions healthy kitten wet cat food grain free chicken cuts in gravy,$1.79,/cat/food-and-treats/wet-food/iams-perfect-portions-healthy-kitten-wet-cat-food-grain-free-chicken-cuts-in-gravy-53667.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">75 g</dd></div>]"
purina® beyond® grain free adult cat food - duck & sweet potato pate recipe,$1.69,/cat/food-and-treats/wet-food/purina-beyond-grain-free-adult-cat-food--duck-and-sweet-potato-pate-recipe-53688.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">85 g</dd></div>]"
"applaws cat wet food complement - natural, limited ingredient, grain free, 2.47 oz",$2.29,/cat/food-and-treats/wet-food/applaws-cat-wet-food-complement--natural-limited-ingredient-grain-free-247-oz-50706.html,2.47
"sheba gravy indulgence perfect portions adult wet cat food - chicken, beef, salmon",$29.99,/cat/food-and-treats/wet-food/sheba-gravy-indulgence-perfect-portions-adult-wet-cat-food--chicken-beef-salmon-83464.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">1.8 kg</dd></div>]"
"reveal fish selection senior cat wet food - grain free, mousse with flakes, 8 ct",$15.79,/cat/food-and-treats/wet-food/reveal-fish-selection-senior-cat-wet-food--grain-free-mousse-with-flakes-8-ct-84814.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">8 ct</dd></div>]"
iams perfect portions grain free healthy adult cat food - chicken and tuna flavor,$34.99,/cat/food-and-treats/wet-food/iams-perfect-portions-grain-free-healthy-adult-cat-food--chicken-and-tuna-flavor-71909.html,
"iams® perfect portions healthy adult cat food - grain free, multipack, chicken & salmon",$19.99,/cat/food-and-treats/wet-food/iams-perfect-portions-healthy-adult-cat-food--grain-free-multipack-chicken-and-salmon-53660.html,
almo nature classic wet cat food - chicken recipe in gravy,$1.89,/cat/food-and-treats/wet-food/almo-nature-classic-wet-cat-food--chicken-recipe-in-gravy-83621.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
almo nature classic wet cat food - mackerel recipe with pumpkin in gravy,$1.89,/cat/food-and-treats/wet-food/almo-nature-classic-wet-cat-food--mackerel-recipe-with-pumpkin-in-gravy-83622.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
almo nature wet cat food - chicken recipe with tuna in gravy,$1.89,/cat/food-and-treats/wet-food/almo-nature-wet-cat-food--chicken-recipe-with-tuna-in-gravy-83620.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
sheba gravy indulgence perfect portions adult wet cat food - chicken,$1.59,/cat/food-and-treats/wet-food/sheba-gravy-indulgence-perfect-portions-adult-wet-cat-food--chicken-84734.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">75 g</dd></div>]"
sheba perfect portions wet kitten cat food - salmon,$1.59,/cat/food-and-treats/wet-food/sheba-perfect-portions-wet-kitten-cat-food--salmon-83463.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">75 g</dd></div>]"
"hill's science diet adult cat food - perfect weight, 2.9 oz",$2.99,/cat/food-and-treats/wet-food/hills-science-diet-adult-cat-food--perfect-weight-29-oz-81526.html,2.9
"hill's science diet adult wet cat food - sensitive stomach & skin, 2.9 oz",$2.99,/cat/food-and-treats/wet-food/hills-science-diet-adult-wet-cat-food--sensitive-stomach-and-skin-29-oz-81524.html,2.9
"hill's science diet kitten wet food - sensitive stomach and skin, 2.8 oz",$2.99,/cat/food-and-treats/wet-food/hills-science-diet-kitten-wet-food--sensitive-stomach-and-skin-28-oz-81522.html,2.8
"nulo simply shreds cat food topper - high protein, 2.5 oz",$2.29,/cat/food-and-treats/wet-food/nulo-simply-shreds-cat-food-topper--high-protein-25-oz-81747.html,2.5
nutrience trattoria gourmet adult cat food - veal,$2.99,/cat/food-and-treats/wet-food/nutrience-trattoria-gourmet-adult-cat-food--veal-83558.html,2.9
"authority skin + coat support adult cat wet food - pate, 3 oz",$1.89,/cat/food-and-treats/wet-food/authority-skin--coat-support-adult-cat-wet-food--pate-3-oz-80265.html,3.0
royal canin feline breed nutrition persian adult canned cat food - chicken & pork,$3.49,/cat/food-and-treats/wet-food/royal-canin-feline-breed-nutrition-persian-adult-canned-cat-food--chicken-and-pork-79466.html,3.0
"blue buffalo® freedom™  kitten wet cat food - grain free, 3 oz.",$2.27,/cat/food-and-treats/wet-food/blue-buffalo-freedomandtrade--kitten-wet-cat-food--grain-free-3-oz-22155.html,3.0
"blue buffalo® freedom™  adult wet cat food - grain free, 3 oz.",$2.79,/cat/food-and-treats/wet-food/blue-buffalo-freedomandtrade--adult-wet-cat-food--grain-free-3-oz-784.html,3.0
blue tastefuls adult dry cat food - chicken & brown rice,$19.49,/cat/food-and-treats/wet-food/blue-tastefuls-adult-dry-cat-food--chicken-and-brown-rice-84090.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">3 Lb</dd></div>]"
catit divine shreds cat food - tuna with shrimp and pumpkin,$7.99,/cat/food-and-treats/wet-food/catit-divine-shreds-cat-food--tuna-with-shrimp-and-pumpkin-83325.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">85 g</dd></div>]"
catit divine shreds cat food - tuna with shrimp and sweet potato,$7.99,/cat/food-and-treats/wet-food/catit-divine-shreds-cat-food--tuna-with-shrimp-and-sweet-potato-84274.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">85 g</dd></div>]"
catit divine shreds cat food - chicken with salmon & pumpkin,$7.99,/cat/food-and-treats/wet-food/catit-divine-shreds-cat-food--chicken-with-salmon-and-pumpkin-84273.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">85 g</dd></div>]"
catit divine shreds cat food - chicken with tuna and carrot,$7.99,/cat/food-and-treats/wet-food/catit-divine-shreds-cat-food--chicken-with-tuna-and-carrot-84272.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">85 g</dd></div>]"
almo nature wet cat food - tuna with anchovies in broth,$2.39,/cat/food-and-treats/wet-food/almo-nature-wet-cat-food--tuna-with-anchovies-in-broth-83344.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
almo nature wet cat food - whitefish with mackerel in broth,$2.39,/cat/food-and-treats/wet-food/almo-nature-wet-cat-food--whitefish-with-mackerel-in-broth-83340.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
almo nature classic wet cat food - tuna recipe in gravy,$1.89,/cat/food-and-treats/wet-food/almo-nature-classic-wet-cat-food--tuna-recipe-in-gravy-83623.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
almo nature classic wet cat food - tuna recipe with salmon in gravy,$1.89,/cat/food-and-treats/wet-food/almo-nature-classic-wet-cat-food--tuna-recipe-with-salmon-in-gravy-83624.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
almo nature wet cat food - tuna recipe in gravy,$2.39,/cat/food-and-treats/wet-food/almo-nature-wet-cat-food--tuna-recipe-in-gravy-83640.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
sheba gravy indulgence perfect portions adult wet cat food - salmon,$1.59,/cat/food-and-treats/wet-food/sheba-gravy-indulgence-perfect-portions-adult-wet-cat-food--salmon-83466.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">75 g</dd></div>]"
sheba gravy indulgence perfect portions adult wet cat food - beef,$1.59,/cat/food-and-treats/wet-food/sheba-gravy-indulgence-perfect-portions-adult-wet-cat-food--beef-84735.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">75 g</dd></div>]"
"hill's science diet kitten wet food - pate, salmon",$2.99,/cat/food-and-treats/wet-food/hills-science-diet-kitten-wet-food--pate-salmon-81768.html,2.9
"hill's science diet adult wet cat food - urinary hairball control, pate, 12 ct, 35.2 oz",$29.99,/cat/food-and-treats/wet-food/hills-science-diet-adult-wet-cat-food--urinary-hairball-control-pate-12-ct-352-oz-81766.html,35.2
"hill's science diet adult wet cat food - morsels, 12 ct, 65.6 oz",$34.99,/cat/food-and-treats/wet-food/hills-science-diet-adult-wet-cat-food--morsels-12-ct-656-oz-81765.html,65.6
"blue buffalo wilderness wet cat food - chicken, salmon, turkey",$33.99,/cat/food-and-treats/wet-food/blue-buffalo-wilderness-wet-cat-food--chicken-salmon-turkey-83347.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">4 Lb</dd></div>]"
"hill's science diet adult wet can food - pate, 2.9 oz",$2.99,/cat/food-and-treats/wet-food/hills-science-diet-adult-wet-can-food--pate-29-oz-81528.html,2.9
"hill's science diet indoor adult wet cat food - stew, 5.5 oz",$3.49,/cat/food-and-treats/wet-food/hills-science-diet-indoor-adult-wet-cat-food--stew-55-oz-81523.html,5.5
nutrience trattoria gourmet adult cat food - tuna with clam,$2.99,/cat/food-and-treats/wet-food/nutrience-trattoria-gourmet-adult-cat-food--tuna-with-clam-83555.html,2.46
nutrience trattoria gourmet adult cat food - chicken with ham,$2.99,/cat/food-and-treats/wet-food/nutrience-trattoria-gourmet-adult-cat-food--chicken-with-ham-83548.html,2.46
nutrience trattoria gourmet adult cat food - salmon,$2.99,/cat/food-and-treats/wet-food/nutrience-trattoria-gourmet-adult-cat-food--salmon-83552.html,2.9
nutrience trattoria gourmet adult cat food - quail with egg,$2.99,/cat/food-and-treats/wet-food/nutrience-trattoria-gourmet-adult-cat-food--quail-with-egg-83551.html,2.9
nutrience trattoria gourmet adult cat food - seafood,$2.99,/cat/food-and-treats/wet-food/nutrience-trattoria-gourmet-adult-cat-food--seafood-83554.html,2.46
nutrience trattoria gourmet adult cat food - turkey,$2.99,/cat/food-and-treats/wet-food/nutrience-trattoria-gourmet-adult-cat-food--turkey-83557.html,2.9
nutrience trattoria gourmet adult cat food - mediterranean fish,$2.99,/cat/food-and-treats/wet-food/nutrience-trattoria-gourmet-adult-cat-food--mediterranean-fish-83550.html,2.9
"tiki cat luau lean adult wet cat food - low calorie, low fat, in gelee, 2.8 oz",$2.99,/cat/food-and-treats/wet-food/tiki-cat-luau-lean-adult-wet-cat-food--low-calorie-low-fat-in-gelee-28-oz-84791.html,2.8
nutro adult wet cat food cuts in gravy trays  -  beef,$2.49,/cat/food-and-treats/wet-food/nutro-adult-wet-cat-food-cuts-in-gravy-trays----beef-79453.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">75 g</dd></div>]"
kit cat wet cat food topper - chicken,$1.99,/cat/food-and-treats/wet-food/kit-cat-wet-cat-food-topper--chicken-78179.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">80 g</dd></div>]"
kit cat wet cat food topper - chicken & salmon,$1.99,/cat/food-and-treats/wet-food/kit-cat-wet-cat-food-topper--chicken-and-salmon-78178.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">80 g</dd></div>]"
kit cat gravy series wet cat food - chicken & salmon,$1.99,/cat/food-and-treats/wet-food/kit-cat-gravy-series-wet-cat-food--chicken-and-salmon-78176.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
kit cat wet kitten food - tuna,$1.99,/cat/food-and-treats/wet-food/kit-cat-wet-kitten-food--tuna-78175.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">80 g</dd></div>]"
kit cat gravy series cat food - chicken & quail egg,$1.99,/cat/food-and-treats/wet-food/kit-cat-gravy-series-cat-food--chicken-and-quail-egg-78172.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
kit cat gravy series cat food - chicken,$1.99,/cat/food-and-treats/wet-food/kit-cat-gravy-series-cat-food--chicken-78171.html,"[<div class=""sparky-c-definition-list__item size-variant__radio-fields-title"" data-testid=""variant-title-size""><dt class=""sparky-c-definition-list__term"">Size:</dt><dd class=""sparky-c-definition-list__description"">70 g</dd></div>]"
"halo® adult cat food - natural, grain free, chicken recipe",$3.79,/cat/food-and-treats/wet-food/halo-adult-cat-food--natural-grain-free-chicken-recipe-12883.html,5.5
